CAS #	Substance Name	Retired CAS #s	Incorrect CAS #s
50-81-7	L-Ascorbic acid	1018124-03-2, 1129294-89-8, 129940-97-2, 1428525-25-0, 14536-17-5, 154170-90-8, 1703051-92-6, 2252244-20-3, 259133-78-3, 2635329-14-3, 30208-61-8, 50976-75-5, 56172-55-5, 56533-05-2, 57304-74-2, 57606-40-3, 623158-95-2, 882690-91-7, 884381-69-5, 885512-24-3, 88845-26-5, 896436-13-8, 89924-69-6	
61789-52-4	Fatty acids, tall-oil, cobalt salts		
50651-39-3	Acetamide, N-(4-methoxy-3-nitrophenyl)-		
64253-30-1	Propanoic acid, 3-(dodecylthio)-, 1,1'-[oxybis(2,1-ethanediyloxy-2,1-ethanediyl)] ester		
120-71-8	Benzenamine, 2-methoxy-5-methyl-		
61789-53-5	Nitriles, coco		
25037-45-0	Carbonic acid, polymer with 4,4'-(1-methylethylidene)bis[phenol]		
68333-81-3	Alkanes, C4-12		
61789-65-9	Resin acids and Rosin acids, aluminum salts	62715-48-4	
68037-91-2	Amines, C14-18-alkyl		
68333-88-0	Aromatic hydrocarbons, C9-17		
822-06-0	Hexane, 1,6-diisocyanato-	1196968-38-3, 1199811-16-9, 133394-59-9, 141504-21-4, 1447694-90-7, 1674389-30-0, 1714093-54-5, 1799418-17-9, 243121-01-9, 280144-19-6, 53192-27-1, 57350-77-3, 63525-90-6, 66368-96-5, 824958-44-3, 88357-62-4	
50-99-7	D-Glucose	111688-73-4, 162222-91-5, 165659-51-8, 2095624-06-7, 50933-92-1, 8012-24-6, 80206-31-1, 8030-23-7	
75-56-9	Oxirane, 2-methyl-	16033-71-9	
7378-23-6	D-erythro-Hex-2-enonic acid, .gamma.-lactone, sodium salt (1:?)	37311-29-8	
75199-12-1	Benzenesulfonic acid, 4-hydroxy-, polymer with formaldehyde and 4,4'-sulfonylbis[phenol], sodium salt		
120-78-5	Benzothiazole, 2,2'-dithiobis-	109767-80-8, 137497-18-8, 186983-60-8, 2293932-50-8, 258278-97-6	
5567-15-7	Butanamide, 2,2'-[(3,3'-dichloro[1,1'-biphenyl]-4,4'-diyl)bis(2,1-diazenediyl)]bis[N-(4-chloro-2,5-dimethoxyphenyl)-3-oxo-	12236-73-6, 1431-21-6, 1449411-01-1, 175386-69-3, 52298-41-6, 65381-34-2, 82601-24-9, 88652-03-3	
108-77-0	1,3,5-Triazine, 2,4,6-trichloro-	190086-22-7	
10124-65-9	Dodecanoic acid, potassium salt (1:1)	109488-73-5, 136396-86-6	
822-16-2	Octadecanoic acid, sodium salt (1:1)		
68037-95-6	Amines, C16-18 and C18-unsatd. alkyl	86546-46-5	
75-57-0	Methanaminium, N,N,N-trimethyl-, chloride (1:1)	251459-49-1, 79098-37-6	
68037-94-5	Amines, C8-18 and C18-unsatd. alkyl		
108-78-1	1,3,5-Triazine-2,4,6-triamine	1228929-27-8, 130392-03-9, 1399841-69-0, 1399841-71-4, 1399841-73-6, 169314-62-9, 504-18-7, 65544-34-5, 67757-43-1, 68379-55-5, 70371-19-6, 94977-27-2	
61789-72-8	Quaternary ammonium compounds, benzyl(hydrogenated tallow alkyl)dimethyl, chlorides		
8001-20-5	Tung oil		
75-59-2	Methanaminium, N,N,N-trimethyl-, hydroxide (1:1)	104422-11-9, 105468-35-7, 117277-88-0, 123626-97-1, 1239135-84-2, 129653-91-4, 129654-61-1, 143549-79-5, 154636-59-6, 195460-17-4, 2094630-69-8, 78017-87-5, 93615-68-0, 950683-29-1	
120-80-9	1,2-Benzenediol	16474-89-8, 16474-90-1, 37349-32-9	
68988-99-8	Phenols, sodium salts, mixed with sulfur compounds, gasoline alk. scrubber residues		
61789-71-7	Quaternary ammonium compounds, benzylcoco alkyldimethyl, chlorides	102381-25-9, 1082816-13-4, 152618-11-6, 159704-21-9, 56573-46-7, 8043-48-9	
142-72-3	Acetic acid, magnesium salt (2:1)	873963-51-0	
88-99-3	1,2-Benzenedicarboxylic acid	4401-64-3	
503-74-2	Butanoic acid, 3-methyl-		
142-73-4	Glycine, N-(carboxymethyl)-	1404190-36-8, 57759-17-8	
68334-00-9	Cottonseed oil, hydrogenated	53026-92-9, 68562-65-2, 780769-35-9	
61789-73-9	Quaternary ammonium compounds, benzylbis(hydrogenated tallow alkyl)methyl, chlorides		
8001-21-6	Sunflower oil	68309-82-0, 84776-03-4	
1948-33-0	1,4-Benzenediol, 2-(1,1-dimethylethyl)-	123477-69-0, 140627-33-4, 29863-17-0, 68816-56-8	
100-18-5	Benzene, 1,4-bis(1-methylethyl)-		
68334-01-0	Disulfides, alkylaryl dialkyl diaryl, petroleum refinery spent caustic oxidn. products		
142-77-8	9-Octadecenoic acid (9Z)-, butyl ester		
108-80-5	1,3,5-Triazine-2,4,6(1H,3H,5H)-trione	134016-52-7, 273203-07-9, 504-19-8	
8001-22-7	Soybean oil	152059-96-6, 358980-39-9, 8030-22-6, 84776-91-0	
142-78-9	Dodecanamide, N-(2-hydroxyethyl)-	123175-08-6, 15517-65-4, 65256-27-1, 8028-85-1	
89-08-7	1,2-Benzenedicarboxylic acid, 4-sulfo-	1206967-57-8	
100-20-9	1,4-Benzenedicarbonyl dichloride	106158-15-0, 108454-76-8, 1640987-72-9, 188665-55-6, 1927884-58-9	
108-82-7	4-Heptanol, 2,6-dimethyl-	84295-44-3	
68153-95-7	Amines, di-C12-18-alkyl		
68334-03-2	Fatty acids, C12-20 and C12-20-unsatd.		
61789-77-3	Quaternary ammonium compounds, dicoco alkyldimethyl, chlorides	37227-99-9, 37336-43-9, 37340-16-2, 56573-47-8, 60649-22-1, 8014-21-9	
19141-82-3	1-Hexadecanol, aluminum salt (3:1)	6667-71-6	
61789-80-8	Quaternary ammonium compounds, bis(hydrogenated tallow alkyl)dimethyl, chlorides	183185-47-9, 37228-00-5, 37334-63-7, 37334-67-1, 37339-19-8, 56573-48-9, 59249-59-1, 60569-67-7, 62112-31-6, 66419-31-6, 66455-24-1	
108-83-8	4-Heptanone, 2,6-dimethyl-	958635-42-2	
120-82-1	Benzene, 1,2,4-trichloro-		
75-63-8	Methane, bromotrifluoro-	1452383-17-3, 1519044-51-9, 1802169-93-2, 62395-25-9	
823-40-5	1,3-Benzenediamine, 2-methyl-		
8001-26-1	Linseed oil	68153-78-6, 68512-93-6, 90028-77-6	
51-28-5	Phenol, 2,4-dinitro-	117-27-1	
100-21-0	1,4-Benzenedicarboxylic acid	2088100-81-4, 211863-90-0, 211863-92-2	
61789-81-9	Quaternary ammonium compounds, bis(hydrogenated tallow alkyl)dimethyl, Me sulfates		
142-82-5	Heptane	44607-13-8, 8031-33-2	
75-64-9	2-Propanamine, 2-methyl-	94896-77-2	
61789-85-3	Sulfonic acids, petroleum		
68334-13-4	Fatty acids, tall-oil, 2-ethylhexyl esters		
2768-02-7	Silane, ethenyltrimethoxy-	1029220-78-7, 1189330-51-5, 119684-24-1, 1613718-40-3, 1983951-27-4, 810682-79-2, 959151-93-0	
68038-16-4	Fatty acids, C18-unsatd., dimers, compds. with 4,5-dihydro-2-nortall-oil alkyl-1H-imidazole-1-ethanamine and tall-oil fatty acids		
68989-33-3	Alkenes, C2-3, hydroformylation products		
89-32-7	1H,3H-Benzo[1,2-c:4,5-c']difuran-1,3,5,7-tetrone	159104-96-8, 7623-29-2	
7396-58-9	1-Decanamine, N-decyl-N-methyl-		
61789-86-4	Sulfonic acids, petroleum, calcium salts		
142-84-7	1-Propanamine, N-propyl-		
55954-19-3	1H-Azepine-1-carboxamide, N-[3-[[[(hexahydro-2-oxo-1H-azepin-1-yl)carbonyl]amino]methyl]-3,5,5-trimethylcyclohexyl]hexahydro-2-oxo-	42912-25-4	
824-78-2	Phenol, 4-nitro-, sodium salt (1:1)	89324-15-2	
120-83-2	Phenol, 2,4-dichloro-		
504-60-9	1,3-Pentadiene		
609-93-8	Phenol, 4-methyl-2,6-dinitro-		
2772-45-4	Phenol, 2,4-bis(1-methyl-1-phenylethyl)-	106060-52-0, 68957-56-2	
68648-87-3	Benzene, C10-16-alkyl derivs.		
13188-60-8	Dodecanedioic acid, compd. with 1,6-hexanediamine (1:1)	61385-57-7	
8001-29-4	Cottonseed oil	84650-01-1, 89997-97-7, 94279-69-3, 94279-70-6	
61789-87-5	Sulfonic acids, petroleum, magnesium salts		
37293-74-6	Naphthalenesulfonic acid, polymer with formaldehyde, calcium salt	109521-27-9	
68334-18-9	Fatty acids, tall-oil, tetraesters with pentaerythritol		
7398-69-8	2-Propen-1-aminium, N,N-dimethyl-N-2-propen-1-yl-, chloride (1:1)	104814-50-8, 118338-80-0, 135976-69-1, 144306-62-7, 147025-96-5, 149611-39-2, 175716-65-1, 192799-01-2, 2379671-23-3, 26189-16-2, 54398-19-5, 58829-43-9, 76484-84-9, 88353-41-7	
1319-77-3	Phenol, methyl-	116804-25-2, 299-86-5, 52037-47-5, 8003-33-6, 8006-62-0, 8026-94-6, 8027-16-5	
1975-78-6	Decanenitrile		
71566-49-9	Isononanoic acid, 2-ethylhexyl ester		
75-65-0	2-Propanol, 2-methyl-		
8001-30-7	Corn oil	84696-06-0	
61789-97-7	Tallow	8022-87-5	
75-66-1	2-Propanethiol, 2-methyl-		
68989-41-3	Aromatic hydrocarbons, biphenyl-rich, thermal hydrodealkylation residues		
8001-31-8	Coconut oil	8038-07-1, 8038-08-2, 84961-48-8, 890903-75-0	
2778-42-9	Benzene, 1,3-bis(1-isocyanato-1-methylethyl)-	116723-39-8, 1809802-53-6, 1998085-41-8, 85902-02-9, 945843-99-2	
68648-93-1	1,2-Benzenedicarboxylic acid, mixed decyl and hexyl and octyl diesters		
100-29-8	Benzene, 1-ethoxy-4-nitro-		
142-90-5	2-Propenoic acid, 2-methyl-, dodecyl ester	1274821-28-1, 170292-57-6, 279231-66-2	
68038-32-4	Fatty acids, vegetable-oil, esters with neopentyl glycol		
120-92-3	Cyclopentanone	1800084-96-1	
61789-99-9	Lard		
825-90-1	Benzenesulfonic acid, 4-hydroxy-, sodium salt (1:1)	1185192-75-9, 790240-50-5	
68154-24-5	Fatty acids, C8-18 and C18-unsatd., compds. with triethanolamine		
68334-28-1	Fats and Glyceridic oils, vegetable, hydrogenated	105697-82-3, 141443-92-7, 208472-08-6, 68417-85-6	
3926-62-3	Acetic acid, 2-chloro-, sodium salt (1:1)	1081776-28-4	
26896-18-4	Isononanoic acid	1336-12-5	
142-91-6	Hexadecanoic acid, 1-methylethyl ester		
19224-26-1	1,2-Propanediol, 1,2-dibenzoate	105928-08-3	
75-68-3	Ethane, 1-chloro-1,1-difluoro-	65762-25-6	
120-93-4	2-Imidazolidinone	76895-63-1	
50849-47-3	Benzaldehyde, 2-hydroxy-5-nonyl-, oxime	144388-04-5, 226894-71-9, 65216-66-2, 65607-86-5, 77107-98-3, 877774-95-3	
100-37-8	Ethanol, 2-(diethylamino)-	102802-00-6	
2781-11-5	Phosphonic acid, P-[[bis(2-hydroxyethyl)amino]methyl]-, diethyl ester	109223-83-8, 163447-57-2	
26896-20-8	Neodecanoic acid		
61790-12-3	Fatty acids, tall-oil	107119-79-9, 12655-96-8, 170006-36-7, 2393025-50-6, 2417535-70-5, 39280-71-2, 39384-02-6, 39387-45-6, 39388-11-9, 39390-49-3, 59537-35-8, 59680-07-8, 59680-20-5, 68187-99-5, 69346-01-6, 69553-91-9, 8039-02-9, 8043-81-0, 8045-98-5, 8045-99-6, 8046-00-2	
129813-59-8	Benzene, mono-C12-14-alkyl derivs.		
610-39-9	Benzene, 4-methyl-1,2-dinitro-		
120-95-6	Phenol, 2,4-bis(1,1-dimethylpropyl)-		
51-66-1	Acetamide, N-(4-methoxyphenyl)-		
108-88-3	Benzene, methyl-	1053657-77-4, 1202864-97-8	
1982-69-0	Benzoic acid, 3,6-dichloro-2-methoxy-, sodium salt (1:1)		
68154-30-3	Fatty acids, C14-18, ethoxylated		
68334-30-5	Fuels, diesel	68512-90-3	
129813-58-7	Benzene, mono-C10-13-alkyl derivs.		
61790-13-4	Naphthenic acids, sodium salts		
121-03-9	Benzenesulfonic acid, 2-methyl-5-nitro-		
75-69-4	Methane, trichlorofluoro-	62185-70-0, 79620-41-0, 83589-40-6, 91315-61-6	
68989-57-1	Fatty acids, C16-18 and C18-unsatd., diesters with polyethylene glycol		
5650-20-4	3,6,9,12-Tetraoxatetradecan-1-ol		
142-96-1	Butane, 1,1'-oxybis-		
19248-13-6	1,2-Ethanediamine, N1-ethyl-N1-(3-methylphenyl)-		
68649-12-7	1-Decene, tetramer, mixed with 1-decene trimer, hydrogenated		
505-65-7	1,3-Dioxepane		
1984-06-1	Octanoic acid, sodium salt (1:1)		
68154-36-9	Fatty acids, coco, monoesters with sorbitan		
100-40-3	Cyclohexene, 4-ethenyl-	92619-43-7	
64354-92-3	Propanenitrile, 3-(isodecyloxy)-		
68649-11-6	1-Decene, dimer, hydrogenated		
129813-62-3	Benzene, mono-C10-13-alkyl derivs., fractionation bottoms, light ends		
2783-94-0	2-Naphthalenesulfonic acid, 6-hydroxy-5-[2-(4-sulfophenyl)diazenyl]-, sodium salt (1:2)	12707-27-6, 1342-61-6	
108-89-4	Pyridine, 4-methyl-	82005-09-2, 92075-35-9	
1984-58-3	Benzene, 1,4-dichloro-2-methoxy-		
61790-18-9	Amines, soya alkyl	60649-27-6	
25068-38-6	Phenol, 4,4'-(1-methylethylidene)bis-, polymer with 2-(chloromethyl)oxirane	1019200-34-0, 1033821-54-3, 1034342-45-4, 1048989-43-0, 1068160-75-7, 1070874-17-7, 1082736-74-0, 1096473-97-0, 11097-80-6, 11098-13-8, 11098-40-1, 11100-23-5, 11108-41-1, 11120-31-3, 11121-19-0, 11126-36-6, 1114797-08-8, 1189565-70-5, 1190235-62-1, 1190729-68-0, 1192045-32-1, 1195324-26-5, 1196030-95-1, 1198291-96-1, 1199811-18-1, 120146-74-9, 1203835-26-0, 1206700-05-1, 120797-43-5, 121181-85-9, 121273-37-8, 121547-73-7, 1228639-00-6, 123939-44-6, 1245563-83-0, 125147-87-7, 1271727-39-9, 127176-80-1, 127176-81-2, 1276666-33-1, 128281-71-0, 1300093-58-6, 1300102-07-1, 1305321-17-8, 1336-88-5, 1337-15-1, 1338071-08-1, 1353045-94-9, 1365383-44-3, 1380230-29-4, 1446308-52-6, 1446691-72-0, 1450839-98-1, 158725-45-2, 161937-12-8, 162031-55-2, 1620807-39-7, 1641551-32-7, 167972-06-7, 168042-08-8, 1788880-15-8, 1803435-34-8, 1807886-27-6, 1807886-28-7, 1815624-46-4, 1815624-47-5, 1994388-81-6, 1994388-82-7, 2111196-55-3, 2170564-75-5, 2249753-66-8, 2252390-18-2, 2299275-93-5, 2378622-99-0, 2380226-09-3, 2416773-20-9, 2448339-62-4, 2495113-45-4, 2597986-71-3, 2598942-65-3, 2636014-98-5, 2725752-42-9, 2728646-80-6, 2758029-95-5, 2767256-64-2, 2802422-01-9, 2802422-02-0, 2952666-24-7, 2978634-74-9, 3037410-16-2, 53238-86-1, 53238-87-2, 53239-67-1, 53239-68-2, 53570-97-1, 53570-98-2, 53681-78-0, 53858-93-8, 54018-73-4, 54352-05-5, 55464-96-5, 55584-55-9, 55585-07-4, 55818-73-0, 56258-35-6, 56449-43-5, 56509-48-9, 57107-66-1, 57284-90-9, 57534-21-1, 57693-04-6, 58052-05-4, 58128-38-4, 58392-89-5, 58392-92-0, 58516-14-6, 58572-71-7, 59029-19-5, 59459-14-2, 59473-30-2, 59948-36-6, 60202-19-9, 60267-31-4, 60382-89-0, 60606-56-6, 63799-24-6, 63993-57-7, 63993-58-8, 8000-31-5, 848887-61-6, 872596-37-7, 891487-48-2, 9015-99-0, 9049-54-1, 9050-21-9, 9081-91-8, 9083-76-5, 9084-94-0, 9086-62-8, 9087-26-7, 9087-76-7, 913745-83-2, 917483-69-3, 922728-11-8, 934588-09-7, 941597-99-5, 945610-97-9, 948992-61-8, 950907-45-6	
68334-40-7	Terpenes and Terpenoids, limonene fraction, distn. residues		
129813-67-8	Alkanes, C12-14		
67846-68-8	Ethanaminium, N,N-dimethyl-2-[(1-oxooctadecyl)oxy]-N-[2-[(1-oxooctadecyl)oxy]ethyl]-, chloride (1:1)		
89-65-6	D-erythro-Hex-2-enonic acid, .gamma.-lactone	74242-57-2, 98966-42-8	
64365-17-9	Resin acids and Rosin acids, hydrogenated, esters with pentaerythritol	183906-28-7, 201556-34-5, 37335-07-2, 50815-57-1, 65997-14-0, 9077-48-9	
143-07-7	Dodecanoic acid	203714-07-2, 7632-48-6, 8000-62-2, 8045-27-0	
121-14-2	Benzene, 1-methyl-2,4-dinitro-		
75-71-8	Methane, dichlorodifluoro-	1256919-17-1, 185009-39-6, 62185-71-1	
8001-58-9	Creosote		
100-41-4	Benzene, ethyl-		
3965-55-7	1,3-Benzenedicarboxylic acid, 5-sulfo-, 1,3-dimethyl ester, sodium salt (1:1)	219662-81-4, 221136-58-9, 442512-05-2, 50974-97-5, 51778-93-9, 56660-04-9, 67076-13-5, 76796-13-9	
129893-17-0	Lubricating oils, used, residues		
2786-76-7	2-Naphthalenecarboxamide, 4-[2-[4-(aminocarbonyl)phenyl]diazenyl]-N-(2-ethoxyphenyl)-3-hydroxy-	1026326-64-6, 119509-90-9, 12236-67-8, 198292-71-6, 63661-01-8	
61790-28-1	Nitriles, tallow	891491-44-4	
506-52-5	1-Hexacosanol		
830-13-7	Cyclododecanone		
506-51-4	1-Tetracosanol		
1321-74-0	Benzene, diethenyl-	1161074-32-3, 142315-59-1, 2056117-87-2, 61804-50-0	
89-72-5	Phenol, 2-(1-methylpropyl)-	28449-95-8, 96346-15-5	
61790-29-2	Nitriles, tallow, hydrogenated		
108-90-7	Benzene, chloro-	50717-45-8	
70729-68-9	Heptanoic acid, 1,1'-[oxybis(2,1-ethanediyloxy-2,1-ethanediyl)] ester	2229685-03-2	
68334-62-3	Propanoic acid, 3-(hydroxymethylphosphinyl)-, mono(2-hydroxyethyl) ester		
61790-33-8	Amines, tallow alkyl	12797-71-6, 1454651-17-2, 60880-83-3, 66455-22-9, 8035-01-6, 8035-04-9, 89190-94-3	
506-59-2	Methanamine, N-methyl-, hydrochloride (1:1)		
61790-35-0	Tall oil, sulfated, sodium salt		
66071-81-6	Fatty acids, tallow, hydrogenated, calcium salts		
8001-78-3	Castor oil, hydrogenated	37281-13-3, 37359-50-5, 39433-74-4, 53468-68-1, 69522-63-0, 8030-79-3, 8041-92-7, 8041-93-8, 8041-94-9, 81544-51-6	
68989-88-8	Gases (petroleum), crude distn. and catalytic cracking		
1321-94-4	Naphthalene, methyl-		
143-18-0	9-Octadecenoic acid (9Z)-, potassium salt (1:1)	343340-74-9	
611-19-8	Benzene, 1-chloro-2-(chloromethyl)-	40380-15-2	
3985-81-7	1-Octadecanol, aluminum salt (3:1)		
67859-51-2	Zincate(2-), [[N,N'-1,2-ethanediylbis[N-[(carboxy-.kappa.O)methyl]glycinato-.kappa.N,.kappa.O]](4-)]-, ammonium (1:2), (OC-6-21-)-	1325741-06-7	
61790-37-2	Fatty acids, tallow	68937-91-7, 8034-64-8, 8034-65-9, 8045-85-0, 8045-87-2	
72828-38-7	Glycine, N-(C12-22-alkylsulfonyl) derivs., monosodium salts		
68649-43-4	Phosphorodithioic acid, O,O-dioctyl ester, branched		
8001-79-4	Castor oil	151438-72-1, 2641325-54-2, 2924230-64-6, 8013-56-7, 8015-57-4, 8021-37-2, 8036-08-6, 8041-22-3, 8041-95-0, 898831-11-3, 89958-32-7	
75-75-2	Methanesulfonic acid	1129867-34-0, 115449-98-4, 125756-91-4, 1821687-51-7, 44209-64-5, 44209-72-5, 62203-24-1, 87128-90-3, 98527-29-8	
100-42-5	Benzene, ethenyl-	1161074-30-1, 1198090-46-8, 1453489-93-4, 1646200-96-5, 2015955-51-6, 2351150-23-5, 2576469-81-1, 2706608-32-2, 79637-11-9, 97-23-4	
68649-42-3	Phosphorodithioic acid, O,O-di-C1-14-alkyl esters, zinc salts		
68989-97-9	Fats and Glyceridic oils, vegetable, deodorizer distillates, Me esters		
126-13-6	.alpha.-D-Glucopyranoside, 6-O-acetyl-1,3,4-tris-O-(2-methyl-1-oxopropyl)-.beta.-D-fructofuranosyl, 6-acetate 2,3,4-tris(2-methylpropanoate)		
108-91-8	Cyclohexanamine	1357848-57-7, 143247-75-0, 1533423-50-5, 157973-60-9	
68154-68-7	Fatty acids, fish-oil, hydrogenated, sodium salts		
61790-38-3	Fatty acids, tallow, hydrogenated	39390-66-4, 39390-67-5, 8037-60-3, 8039-26-7, 8040-16-2, 8042-81-7, 8042-82-8, 8042-85-1, 8045-97-4	
130296-88-7	L-Aspartic acid, ammonium salt (1:1)		
75-76-3	Silane, tetramethyl-		
143-22-6	Ethanol, 2-[2-(2-butoxyethoxy)ethoxy]-		
61790-42-9	Amines, tris(hydrogenated tallow alkyl)		
31138-65-5	D-gluco-Heptonic acid, sodium salt (1:1), (2.xi.)-	39336-81-7, 482376-50-1	
66071-92-9	Sulfite liquors and Cooking liquors, spent		
2807-30-9	Ethanol, 2-propoxy-	83855-85-0	
19355-69-2	Propanenitrile, 2-amino-2-methyl-		
68917-57-7	Terpenes and Terpenoids, mixed sour and sweet orange-oil		
121-33-5	Benzaldehyde, 4-hydroxy-3-methoxy-	52447-63-9, 8014-42-4	
8002-03-7	Peanut oil	90082-42-1	
68989-98-0	Fats and Glyceridic oils, vegetable, residues		
75-77-4	Silane, chlorotrimethyl-	127290-36-2, 36642-33-8	
108-93-0	Cyclohexanol	2263936-22-5	
66071-94-1	Corn, steep liquor		
143-23-7	1,6-Hexanediamine, N1-(6-aminohexyl)-	1127437-70-0, 1569877-17-3	
833-66-9	2-Naphthalenesulfonic acid, 6-hydroxy-, potassium salt (1:1)		
89-87-2	Benzene, 2,4-dimethyl-1-nitro-		
61790-44-1	Fatty acids, tall-oil, potassium salts	53801-37-9	
2809-21-4	Phosphonic acid, P,P'-(1-hydroxyethylidene)bis-	100511-44-2, 103736-66-9, 106908-76-3, 129130-42-3, 138360-84-6, 192526-55-9, 303177-33-5, 51888-66-5, 66216-98-6, 83047-25-0, 85188-80-3, 853028-38-3, 85985-26-8, 86159-18-4	
37439-34-2	2(1H)-Pyridinone, 3,5,6-trichloro-, sodium salt (1:1)		
1323-39-3	Octadecanoic acid, monoester with 1,2-propanediol	1228175-27-6, 1256465-94-7, 136440-98-7, 184594-14-7, 240406-43-3, 73297-79-7, 8028-46-4, 8034-39-7	
25085-99-8	Oxirane, 2,2'-[(1-methylethylidene)bis(4,1-phenyleneoxymethylene)]bis-, homopolymer	1000808-10-5, 1009069-48-0, 1020667-39-3, 104137-75-9, 1094621-90-5, 115566-93-3, 1200449-05-3, 1204018-95-0, 1207980-82-2, 1219000-12-0, 122157-02-2, 122538-86-7, 1227470-34-9, 122897-17-0, 1231161-42-4, 1233542-29-4, 123584-39-4, 124759-84-8, 125005-11-0, 1254941-36-0, 1259927-51-9, 1262222-54-7, 1268496-37-2, 1273321-32-6, 128465-86-1, 128513-55-3, 129898-93-7, 1310584-08-7, 1311195-17-1, 131151-70-7, 1315991-74-2, 132325-44-1, 132893-71-1, 1330081-80-5, 1355342-16-3, 135668-53-0, 1391048-97-7, 1400634-77-6, 1431940-00-9, 1434265-03-8, 1434265-04-9, 1434265-05-0, 1434265-06-1, 1434265-07-2, 1434265-08-3, 1434265-09-4, 1434265-10-7, 1434265-11-8, 1434265-12-9, 1442645-03-5, 1486351-77-2, 1616883-17-0, 161755-95-9, 161936-32-9, 1623062-02-1, 1639783-41-7, 1663480-43-0, 166515-91-9, 1698057-99-6, 1701460-40-3, 171264-64-5, 172451-28-4, 174794-97-9, 1803142-07-5, 1803142-08-6, 1818293-74-1, 1860801-07-5, 2011755-07-8, 2052302-38-0, 2095665-24-8, 2101185-81-1, 2222994-56-9, 2234240-82-3, 2240175-31-7, 2244191-72-6, 2304400-64-2, 2311881-74-8, 2311881-77-1, 2324157-48-2, 2363110-33-0, 2374090-04-5, 2411966-90-8, 2412830-33-0, 2490291-88-6, 2590538-36-4, 2601639-31-8, 2633986-70-4, 2682931-18-4, 2704558-51-8, 2704576-13-4, 2762908-21-2, 2773326-73-9, 2828516-69-2, 2828516-70-5, 2855948-34-2, 2927443-64-7, 2978634-61-4, 3032420-34-8, 3032604-91-1, 3061914-57-3, 448927-08-0, 473553-29-6, 495376-29-9, 51280-98-9, 51374-21-1, 51394-05-9, 51425-98-0, 51910-45-3, 53637-50-6, 55774-85-1, 55963-67-2, 56690-19-8, 56690-61-0, 56730-71-3, 56832-64-5, 58128-07-7, 58615-59-1, 58799-17-0, 59979-12-3, 59979-27-0, 60202-18-8, 60371-12-2, 60825-75-4, 62362-68-9, 62494-59-1, 634603-84-2, 64083-68-7, 64083-69-8, 65098-97-7, 852960-59-9, 855526-28-2, 874143-76-7, 888316-32-3, 898230-33-6, 898230-35-8, 898283-26-6, 9036-67-3, 903885-45-0, 905309-86-6, 908602-63-1, 909776-77-8, 914982-96-0, 915090-50-5, 918147-36-1, 934479-37-5, 934697-88-8, 945525-42-8, 945957-77-7, 946123-74-6	
26968-58-1	Benzene, (chloromethyl)ethyl-		
643-38-9	2,3-Quinolinedicarboxylic acid		
3999-70-0	1-Butanol, potassium salt (1:1)		
8002-05-9	Petroleum	61789-95-5	
143-27-1	1-Hexadecanamine	146997-92-4, 28319-20-2	
100-44-7	Benzene, (chloromethyl)-		
61790-45-2	Fatty acids, tall-oil, sodium salts		
2814-20-2	4(3H)-Pyrimidinone, 6-methyl-2-(1-methylethyl)-	16858-17-6	
75-78-5	Silane, dichlorodimethyl-		
1323-65-5	Phenol, dinonyl-		
61790-48-5	Sulfonic acids, petroleum, barium salts		
108-94-1	Cyclohexanone		
8002-09-3	Oils, pine	61789-59-1, 8006-88-0	
143-28-2	9-Octadecen-1-ol, (9Z)-	8014-60-6, 8029-00-3, 8038-59-3, 84286-21-5	
61790-49-6	Lard, oil, sulfurized		
121-44-8	Ethanamine, N,N-diethyl-	1200828-44-9, 144514-14-7, 1633017-83-0, 168277-99-4, 172227-74-6, 2011746-49-7, 449752-61-8, 750564-56-8	
143-29-3	5,8,11,13,16,19-Hexaoxatricosane	2924427-95-0	
68553-00-4	Fuel oil, no. 6		
8002-13-9	Rape oil	89958-02-1	
75-79-6	Silane, trichloromethyl-	175446-71-6	
836-30-6	Benzenamine, 4-nitro-N-phenyl-		
51000-52-3	Neodecanoic acid, ethenyl ester	17756-73-9, 361341-71-1	
506-93-4	Guanidine, nitrate (1:1)	24011-90-3, 2648835-87-2, 2733504-07-7, 6609-93-4	
68990-20-5	Aldehydes, C2-4, condensation products with acetone, dehydrated, hydrogenated, distn. residues		
90-00-6	Phenol, 2-ethyl-		
68553-01-5	C.I. Pigment Green 51	68153-74-2	
61790-50-9	Resin acids and Rosin acids, potassium salts	103470-19-5, 67774-70-3, 68153-40-2, 68153-43-5, 68648-58-8	
61790-51-0	Resin acids and Rosin acids, sodium salts	123760-01-0, 131361-29-0, 188039-56-7, 57904-04-8, 67774-68-9, 68188-95-4, 68648-49-7, 87347-83-9, 9010-59-7	
839-90-7	1,3,5-Triazine-2,4,6(1H,3H,5H)-trione, 1,3,5-tris(2-hydroxyethyl)-	1027769-55-6, 248590-65-0, 63118-42-3	
26998-97-0	Phenol, thiobis[dodecyl-, calcium salt (1:1)		
95823-42-0	Poly[oxy(methyl-1,2-ethanediyl)], .alpha.-[2-(5-carboxy-1,3-dihydro-1,3-dioxo-2H-isoindol-2-yl)methylethyl]-.omega.-[2-(5-carboxy-1,3-dihydro-1,3-dioxo-2H-isoindol-2-yl)methylethoxy]-		
121-45-9	Phosphorous acid, trimethyl ester		
25087-06-3	2-Butenedioic acid (2Z)-, 1-ethyl ester, polymer with methoxyethene		
